Time,header,latitude,longitude,altitude,utm_easting,HDOP,UTC,utm_northing,zone,letter
1675728685.9998953,$GPGGA,42.33750833333333,-71.08610999999999,13.4,328145.6946835041,3.1,1127.0,4689358.061952783,19,T
1675728686.9836125,$GPGGA,42.33750333333334,-71.08611833333333,13.4,328144.99453177507,3.1,1128.0,4689357.523583359,19,T
1675728687.982742,$GPGGA,42.33749833333333,-71.08613,13.4,328144.01976753556,3.1,1129.0,4689356.991951009,19,T
1675728688.9822755,$GPGGA,42.337493333333335,-71.08614333333334,13.4,328142.90769692766,3.1,1130.0,4689356.463687317,19,T
1675728689.9868028,$GPGGA,42.33748833333334,-71.08615499999999,13.4,328141.93293237133,1.7,1131.0,4689355.932055252,19,T
1675728690.985248,$GPGGA,42.33748333333333,-71.08616333333333,13.7,328141.2327801337,1.7,1132.0,4689355.39368619,19,T
1675728691.9850118,$GPGGA,42.33747666666667,-71.08617166666666,13.9,328140.5280873984,1.7,1133.0,4689354.670246588,19,T
1675728692.9855008,$GPGGA,42.33747,-71.08617833333332,14.1,328139.9607007854,1.7,1134.0,4689353.94343847,19,T
1675728693.984066,$GPGGA,42.33746333333333,-71.08619,14.3,328138.981395218,1.7,1135.0,4689353.22673619,19,T
1675728694.9835014,$GPGGA,42.33745666666667,-71.08619999999999,14.4,328138.1393957458,1.7,1136.0,4689352.506665421,19,T
1675728695.9842958,$GPGGA,42.337450000000004,-71.08621166666667,14.5,328137.16008979175,1.7,1137.0,4689351.789963385,19,T
1675728696.986027,$GPGGA,42.337444999999995,-71.08622333333332,14.5,328136.18532413745,1.7,1138.0,4689351.258332088,19,T
1675728697.9857829,$GPGGA,42.33743833333333,-71.08623166666666,14.5,328135.48063047265,1.7,1139.0,4689350.534892972,19,T
1675728698.984995,$GPGGA,42.33743166666667,-71.08624166666667,14.4,328134.6386303152,1.7,1140.0,4689349.814822606,19,T
1675728699.984919,$GPGGA,42.33742666666667,-71.08624833333333,14.3,328134.07578326575,1.7,1141.0,4689349.273085548,19,T
1675728700.9860747,$GPGGA,42.33742,-71.08625166666667,14.4,328133.78300830774,1.7,1142.0,4689348.539540514,19,T
1675728701.9856427,$GPGGA,42.33741499999999,-71.08626,14.3,328133.08285471005,1.7,1143.0,4689348.001172233,19,T
1675728702.9850802,$GPGGA,42.33741166666667,-71.08627,14.8,328132.24993520346,1.7,1144.0,4689347.651243358,19,T
1675728703.9842224,$GPGGA,42.33740666666666,-71.08628,14.8,328131.4124749901,1.7,1145.0,4689347.116243971,19,T
1675728704.985942,$GPGGA,42.337401666666665,-71.08629166666667,14.9,328130.4377082338,1.7,1146.0,4689346.584613446,19,T
1675728705.9877503,$GPGGA,42.33739333333333,-71.08630166666667,15.0,328129.5911664205,1.7,1147.0,4689345.679473054,19,T
1675728706.9845042,$GPGGA,42.33738666666667,-71.08631166666667,15.0,328128.7491650791,1.7,1148.0,4689344.959403367,19,T
1675728707.984871,$GPGGA,42.33738333333334,-71.086325,14.9,328127.64163207053,1.7,1149.0,4689344.616212626,19,T
1675728708.9860578,$GPGGA,42.33737833333333,-71.08633499999999,14.8,328126.80417113425,1.7,1150.0,4689344.08121377,19,T
1675728709.9858103,$GPGGA,42.33737333333333,-71.086345,14.8,328125.96671006817,1.7,1151.0,4689343.546215014,19,T
1675728710.988616,$GPGGA,42.337365,-71.086355,14.7,328125.12016731326,1.7,1152.0,4689342.641075137,19,T
1675728711.9856164,$GPGGA,42.337356666666665,-71.08636666666666,14.5,328124.1363178297,1.7,1153.0,4689341.7393042445,19,T
1675728712.985921,$GPGGA,42.33735,-71.08637666666667,14.3,328123.2943154502,1.7,1154.0,4689341.019235187,19,T
1675728713.986494,$GPGGA,42.33733666666667,-71.086385,14.0,328122.5714560717,1.7,1155.0,4689339.55551488,19,T
1675728714.9859562,$GPGGA,42.33732166666667,-71.08639,13.9,328122.1186687313,1.7,1156.0,4689337.8999861805,19,T
1675728715.9891126,$GPGGA,42.337309999999995,-71.08639833333334,13.7,328121.4003496978,1.7,1157.0,4689336.621336591,19,T
1675728716.9862254,$GPGGA,42.337295,-71.086405,13.8,328120.81025529595,1.7,1158.0,4689334.969176909,19,T
1675728717.98653,$GPGGA,42.33728666666666,-71.086415,13.7,328119.96371089283,1.7,1159.0,4689334.064037617,19,T
1675728718.9860027,$GPGGA,42.33727666666667,-71.08642166666667,13.5,328119.38723872835,1.7,1200.0,4689332.9670898635,19,T
1675728719.9876661,$GPGGA,42.33726,-71.08642666666667,13.4,328118.92990939505,1.7,1201.0,4689331.126490746,19,T
1675728720.9886594,$GPGGA,42.33724666666667,-71.08643333333333,13.2,328118.34435497987,1.7,1202.0,4689329.659401861,19,T
1675728721.9879117,$GPGGA,42.33723,-71.08643833333333,13.0,328117.8870252244,1.7,1203.0,4689327.818802806,19,T
